@RELATION ../FichierARFF

@ATTRIBUTE NbPixelsNoirs numeric
@ATTRIBUTE NbPixelsNoirs_1 numeric
@ATTRIBUTE NbPixelsNoirs_2 numeric
@ATTRIBUTE NbPixelsNoirs_3 numeric
@ATTRIBUTE NbPixelsNoirs_4 numeric
@ATTRIBUTE NbPixelsNoirs_5 numeric
@ATTRIBUTE NbPixelsNoirs_6 numeric
@ATTRIBUTE NbPixelsNoirs_7 numeric
@ATTRIBUTE NbPixelsNoirs_8 numeric
@ATTRIBUTE NbPixelsNoirs_9 numeric
@ATTRIBUTE Hauteur numeric
@ATTRIBUTE Largeur numeric
@ATTRIBUTE Air numeric
@ATTRIBUTE barycentreX numeric
@ATTRIBUTE barycentreY numeric
@ATTRIBUTE 1nbCercles numeric
@ATTRIBUTE 1CercleSize numeric
@ATTRIBUTE 1CercleX numeric
@ATTRIBUTE 1CercleY numeric
@ATTRIBUTE 2nbCercles numeric
@ATTRIBUTE 2CercleSize numeric
@ATTRIBUTE 2CercleX numeric
@ATTRIBUTE 2CercleY numeric
@ATTRIBUTE 3nbCercles numeric
@ATTRIBUTE 3CercleSize numeric
@ATTRIBUTE 3CercleX numeric
@ATTRIBUTE 3CercleY numeric
@ATTRIBUTE 4nbCercles numeric
@ATTRIBUTE 4CercleSize numeric
@ATTRIBUTE 4CercleX numeric
@ATTRIBUTE 4CercleY numeric
@ATTRIBUTE 5nbCercles numeric
@ATTRIBUTE 5CercleSize numeric
@ATTRIBUTE 5CercleX numeric
@ATTRIBUTE 5CercleY numeric
@ATTRIBUTE class {accident, bomb, car, casualty, electricity, fire, fireBrigade, flood, gas, injury, paramedics, person, police, roadBlock}

@DATA
5335,889,982,480,816,724,577,681,530,0,134,138,1176,57,233,1,87,97,101,1,87,97,101,0,-1,-1,-1,1,87,97,101,0,-1,-1,-1,fireBrigade
6159,927,851,1091,709,714,766,201,1167,53,113,121,1016.5,91,215,1,17,94,142,1,17,94,142,0,-1,-1,-1,0,-1,-1,-1,1,17,94,142,fireBrigade
5235,465,721,499,810,969,506,543,674,0,177,151,2346,114,195,1,55,112,132,1,55,112,132,0,-1,-1,-1,0,-1,-1,-1,1,55,112,132,fireBrigade
4942,831,911,645,347,725,525,0,1066,2,146,105,1240.5,77,188,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,fireBrigade
4152,971,899,459,273,534,416,0,560,395,142,114,946.5,144,199,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,fireBrigade
6368,878,632,446,648,1335,836,567,925,147,124,127,1170.5,5,192,1,55,152,139,0,-1,-1,-1,1,55,152,139,0,-1,-1,-1,1,55,152,139,fireBrigade
7060,1024,621,669,750,1332,840,392,882,455,121,124,1287,111,148,1,61,148,154,0,-1,-1,-1,1,61,148,154,0,-1,-1,-1,1,61,148,154,fireBrigade
6868,1055,1199,903,706,844,717,561,658,275,113,125,1284.5,91,151,1,84,118,123,1,84,118,123,0,-1,-1,-1,1,84,118,123,0,-1,-1,-1,fireBrigade
6517,880,785,1045,685,1013,708,513,726,210,108,123,1185.5,104,128,1,69,145,162,0,-1,-1,-1,1,69,145,162,0,-1,-1,-1,1,69,145,162,fireBrigade
6733,1048,1007,801,673,938,716,469,946,148,117,104,1059,94,123,1,24,102,116,1,24,102,116,0,-1,-1,-1,1,24,102,116,0,-1,-1,-1,fireBrigade
5939,974,1172,578,571,704,719,26,1081,325,148,126,1629,36,177,1,46,107,140,1,46,107,140,0,-1,-1,-1,0,-1,-1,-1,1,46,107,140,fireBrigade
6899,1073,1547,536,673,716,883,26,1417,182,131,115,1458,47,204,1,43,100,108,1,43,100,108,0,-1,-1,-1,1,43,100,108,0,-1,-1,-1,fireBrigade
8158,1561,1558,1130,1178,381,762,128,1481,0,127,117,1638.5,99,119,1,31,68,82,1,31,68,82,0,-1,-1,-1,1,31,68,82,0,-1,-1,-1,fireBrigade
6827,1019,1560,917,693,526,710,269,1218,0,135,113,1540,40,209,1,52,90,142,1,52,90,142,0,-1,-1,-1,0,-1,-1,-1,1,52,90,142,fireBrigade
7667,1415,1368,860,330,1073,1024,0,1367,275,122,117,1424.5,40,206,1,37,123,165,1,37,123,165,0,-1,-1,-1,0,-1,-1,-1,1,37,123,165,fireBrigade
11968,1832,2484,1050,1878,853,1306,346,2301,23,74,60,824.5,128,122,1,26,101,112,1,26,101,112,0,-1,-1,-1,1,26,101,112,0,-1,-1,-1,fireBrigade
17185,2047,3255,2987,1725,2210,1820,247,2852,170,59,54,2233,109,127,1,16,100,164,1,16,100,164,0,-1,-1,-1,0,-1,-1,-1,1,16,100,164,fireBrigade
16611,2733,3479,2606,1788,1543,1661,65,2712,40,61,53,1962.5,164,79,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,fireBrigade
16288,2892,3035,3042,1781,827,1794,69,2502,31,53,60,2457,99,125,1,66,105,136,1,66,105,136,0,-1,-1,-1,0,-1,-1,-1,1,66,105,136,fireBrigade
14534,2914,3112,2198,1530,530,1642,92,2521,156,69,63,898,88,127,1,34,114,111,1,34,114,111,0,-1,-1,-1,1,34,114,111,0,-1,-1,-1,fireBrigade
7140,1138,826,773,34,1610,1410,0,554,756,115,128,1388,72,115,1,42,132,171,0,-1,-1,-1,1,42,132,171,0,-1,-1,-1,1,42,132,171,fireBrigade
7136,1154,995,858,538,1416,942,0,1333,3,129,119,1437.5,149,94,1,27,113,120,1,27,113,120,0,-1,-1,-1,1,27,113,120,0,-1,-1,-1,fireBrigade
5834,802,582,509,614,1309,1095,0,905,4,122,152,7929,30,116,1,73,99,129,1,73,99,129,0,-1,-1,-1,0,-1,-1,-1,1,73,99,129,fireBrigade
5652,876,498,692,916,850,725,292,851,0,144,159,1725,92,64,1,51,146,96,0,-1,-1,-1,1,51,146,96,1,51,146,96,0,-1,-1,-1,fireBrigade
5719,817,537,509,1045,937,868,18,919,138,125,146,1471,55,248,1,54,121,126,1,54,121,126,0,-1,-1,-1,0,-1,-1,-1,1,54,121,126,fireBrigade
8234,1408,1048,990,561,1349,1380,0,1222,296,102,109,1186.5,93,132,1,49,124,134,0,-1,-1,-1,1,49,124,134,0,-1,-1,-1,1,49,124,134,fireBrigade
7502,1348,1054,778,952,889,1076,88,1416,11,113,114,1159.5,76,73,1,54,143,101,0,-1,-1,-1,1,54,143,101,1,54,143,101,0,-1,-1,-1,fireBrigade
6899,1488,1323,781,850,303,820,404,1025,1,115,121,1220.5,99,115,1,85,116,95,1,85,116,95,0,-1,-1,-1,1,85,116,95,0,-1,-1,-1,fireBrigade
7358,1505,1347,1167,894,452,736,0,1232,23,118,129,1491.5,52,55,1,36,92,159,1,36,92,159,0,-1,-1,-1,0,-1,-1,-1,1,36,92,159,fireBrigade
8165,1553,1471,870,1194,387,969,407,1230,154,113,113,1275.5,20,119,1,63,129,130,0,-1,-1,-1,1,63,129,130,0,-1,-1,-1,1,63,129,130,fireBrigade
6279,920,813,622,638,1328,926,0,1050,44,110,140,1506.5,101,121,1,19,113,83,1,19,113,83,0,-1,-1,-1,1,19,113,83,0,-1,-1,-1,fireBrigade
6119,1022,659,593,340,1454,963,0,903,134,114,141,1500.5,138,141,1,48,128,153,0,-1,-1,-1,1,48,128,153,0,-1,-1,-1,1,48,128,153,fireBrigade
5767,907,694,602,522,1415,866,0,840,0,105,145,1498.5,98,124,1,32,71,124,1,32,71,124,0,-1,-1,-1,0,-1,-1,-1,1,32,71,124,fireBrigade
7274,969,778,915,517,1608,1102,0,988,378,125,138,1699.5,20,218,2,38,116,142,2,38,116,142,0,-1,-1,-1,1,43,110,99,1,32,121,185,fireBrigade
6421,991,610,586,770,1242,954,120,1162,4,136,148,7082.5,111,119,1,28,141,149,0,-1,-1,-1,1,28,141,149,0,-1,-1,-1,1,28,141,149,fireBrigade
4065,767,418,273,218,920,463,0,420,567,222,217,2435.5,96,147,1,67,119,171,1,67,119,171,0,-1,-1,-1,0,-1,-1,-1,1,67,119,171,fireBrigade
3864,666,372,357,358,636,596,0,409,503,215,216,2067,5,244,1,20,102,137,1,20,102,137,0,-1,-1,-1,0,-1,-1,-1,1,20,102,137,fireBrigade
3848,578,305,330,370,706,675,140,648,199,220,224,2289.5,67,246,1,47,132,156,0,-1,-1,-1,1,47,132,156,0,-1,-1,-1,1,47,132,156,fireBrigade
4652,854,478,391,399,855,601,0,722,327,185,199,2228,109,140,1,64,112,172,1,64,112,172,0,-1,-1,-1,0,-1,-1,-1,1,64,112,172,fireBrigade
4223,593,465,735,451,610,513,145,770,5,193,214,2303.5,93,134,2,43,110,112,1,34,94,67,1,51,125,156,1,34,94,67,1,51,125,156,fireBrigade
3900,602,385,417,377,642,698,0,606,160,203,234,2610.5,95,148,1,47,144,139,0,-1,-1,-1,1,47,144,139,0,-1,-1,-1,1,47,144,139,fireBrigade
4823,811,788,1060,286,477,519,0,719,155,196,206,2592.5,81,142,1,26,84,83,1,26,84,83,0,-1,-1,-1,1,26,84,83,0,-1,-1,-1,fireBrigade
4153,612,405,621,356,845,633,0,521,177,180,217,2363,98,136,1,59,81,101,1,59,81,101,0,-1,-1,-1,1,59,81,101,0,-1,-1,-1,fireBrigade
4343,640,819,708,575,403,496,8,711,0,166,206,2256,90,118,2,39,113,101,1,20,99,61,1,58,127,141,1,20,99,61,1,58,127,141,fireBrigade
7579,1247,1331,837,374,1362,1132,0,1284,12,100,115,1459.5,100,130,1,23,104,171,1,23,104,171,0,-1,-1,-1,0,-1,-1,-1,1,23,104,171,fireBrigade
9256,1561,1709,1284,677,1283,1050,0,1553,158,103,102,4650.5,68,68,2,44,90,135,2,44,90,135,0,-1,-1,-1,1,61,85,91,1,27,94,178,fireBrigade
7952,1237,1402,1015,672,1116,922,2,1557,23,110,103,1132,105,124,1,45,110,151,1,45,110,151,0,-1,-1,-1,0,-1,-1,-1,1,45,110,151,fireBrigade
7011,1031,692,712,1218,1341,843,276,940,0,97,121,1240,32,116,1,32,125,146,0,-1,-1,-1,1,32,125,146,0,-1,-1,-1,1,32,125,146,fireBrigade
6597,857,669,1036,595,1391,941,0,1041,122,108,127,1291,78,104,1,35,108,113,1,35,108,113,0,-1,-1,-1,1,35,108,113,0,-1,-1,-1,fireBrigade
9033,1562,1449,712,827,2184,912,2,1431,0,81,94,1067.5,102,120,1,21,96,84,1,21,96,84,0,-1,-1,-1,1,21,96,84,0,-1,-1,-1,fireBrigade
9445,1491,1695,1504,748,1369,1111,0,1443,12,85,99,1124,19,192,2,44,86,145,2,44,86,145,0,-1,-1,-1,1,63,60,108,1,24,112,181,fireBrigade
7682,1009,861,879,681,1952,1267,0,1000,11,74,106,1052,104,130,1,45,106,91,1,45,106,91,0,-1,-1,-1,1,45,106,91,0,-1,-1,-1,fireBrigade
9186,1294,870,1028,1057,2269,1365,22,1316,4,69,92,2410,122,126,1,59,137,128,0,-1,-1,-1,1,59,137,128,0,-1,-1,-1,1,59,137,128,fireBrigade
9843,1280,1360,1269,694,2488,1505,0,1259,14,68,91,2300.5,80,187,1,12,66,97,1,12,66,97,0,-1,-1,-1,1,12,66,97,0,-1,-1,-1,fireBrigade
6950,1039,751,757,694,1328,1119,336,921,0,111,134,1525.5,22,78,1,26,121,168,1,26,121,168,0,-1,-1,-1,0,-1,-1,-1,1,26,121,168,fireBrigade
6945,981,782,445,1030,1338,1187,133,1095,10,107,130,1435,138,77,1,45,91,144,1,45,91,144,0,-1,-1,-1,0,-1,-1,-1,1,45,91,144,fireBrigade
6715,1007,1102,819,933,1064,866,32,930,0,110,141,1634.5,80,83,1,52,136,116,0,-1,-1,-1,1,52,136,116,1,52,136,116,0,-1,-1,-1,fireBrigade
6486,917,648,749,1090,1213,914,3,976,1,100,132,1344,41,126,2,49,91,92,2,49,91,92,0,-1,-1,-1,2,49,91,92,0,-1,-1,-1,fireBrigade
6003,874,592,752,996,1376,425,47,957,0,124,146,5854.5,42,113,1,56,113,108,1,56,113,108,0,-1,-1,-1,1,56,113,108,0,-1,-1,-1,fireBrigade
6053,857,802,599,565,1196,988,0,935,125,113,142,1468,100,139,1,45,133,130,0,-1,-1,-1,1,45,133,130,0,-1,-1,-1,1,45,133,130,fireBrigade
7680,1208,811,270,812,1888,1166,634,848,0,110,125,1509,15,90,1,75,108,111,1,75,108,111,0,-1,-1,-1,1,75,108,111,0,-1,-1,-1,fireBrigade
7319,1133,849,911,713,1574,932,499,728,0,103,129,1577,98,131,1,63,111,96,1,63,111,96,0,-1,-1,-1,1,63,111,96,0,-1,-1,-1,fireBrigade
7750,1403,1619,1093,1023,791,434,910,489,0,105,125,1491,77,102,1,42,127,86,0,-1,-1,-1,1,42,127,86,1,42,127,86,0,-1,-1,-1,fireBrigade
7039,1136,1246,964,1163,893,365,616,672,0,113,131,1472,86,109,1,49,124,108,0,-1,-1,-1,1,49,124,108,1,49,124,108,0,-1,-1,-1,fireBrigade
8301,1663,1667,1329,959,389,700,74,937,646,127,121,1656.5,75,124,1,34,87,103,1,34,87,103,0,-1,-1,-1,1,34,87,103,0,-1,-1,-1,fireBrigade
5726,14,1426,1754,0,737,745,0,530,486,134,146,1478.5,61,169,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,fireBrigade
7207,1615,1500,917,943,172,672,339,1024,77,134,126,1588,73,104,1,64,83,129,1,64,83,129,0,-1,-1,-1,0,-1,-1,-1,1,64,83,129,fireBrigade
7954,1551,1625,1176,951,734,555,289,1142,0,126,111,1593.5,80,111,1,40,101,143,1,40,101,143,0,-1,-1,-1,0,-1,-1,-1,1,40,101,143,fireBrigade
7456,1252,1628,1193,1013,549,453,544,919,0,125,106,1445,72,106,1,28,77,98,1,28,77,98,0,-1,-1,-1,1,28,77,98,0,-1,-1,-1,fireBrigade
7267,1122,1796,1322,521,639,619,0,1033,220,145,151,20363.5,91,132,1,32,69,114,1,32,69,114,0,-1,-1,-1,1,32,69,114,0,-1,-1,-1,fireBrigade
5122,920,1247,734,522,129,484,7,1019,23,183,155,2110,56,118,1,26,81,108,1,26,81,108,0,-1,-1,-1,1,26,81,108,0,-1,-1,-1,fireBrigade
4303,598,1141,393,484,309,440,35,918,0,178,127,1590,76,141,1,42,84,129,1,42,84,129,0,-1,-1,-1,0,-1,-1,-1,1,42,84,129,fireBrigade
6471,1077,1677,1028,277,609,602,0,1108,104,142,127,1589,60,123,1,28,67,110,1,28,67,110,0,-1,-1,-1,1,28,67,110,0,-1,-1,-1,fireBrigade
6846,1275,1878,804,684,275,655,113,1087,62,148,134,1827.5,68,119,1,69,80,145,1,69,80,145,0,-1,-1,-1,0,-1,-1,-1,1,69,80,145,fireBrigade
5759,865,1459,835,721,124,512,92,1031,75,162,136,1791,75,126,1,81,89,155,1,81,89,155,0,-1,-1,-1,0,-1,-1,-1,1,81,89,155,fireBrigade
4942,763,1476,567,344,572,373,0,864,0,179,128,1943.5,93,124,1,49,102,138,1,49,102,138,0,-1,-1,-1,0,-1,-1,-1,1,49,102,138,fireBrigade
3757,546,1157,406,115,592,203,0,747,0,193,108,1654.5,121,164,1,38,74,143,1,38,74,143,0,-1,-1,-1,0,-1,-1,-1,1,38,74,143,fireBrigade
6804,1238,1776,984,811,309,380,100,1126,0,134,120,1459,51,114,1,58,74,134,1,58,74,134,0,-1,-1,-1,0,-1,-1,-1,1,58,74,134,fireBrigade
7107,1313,1570,652,1075,177,802,261,1174,66,124,113,1295.5,57,128,1,77,80,138,1,77,80,138,0,-1,-1,-1,0,-1,-1,-1,1,77,80,138,fireBrigade
4847,627,1061,739,441,506,443,213,710,83,209,178,2572.5,83,118,1,48,109,139,1,48,109,139,0,-1,-1,-1,0,-1,-1,-1,1,48,109,139,fireBrigade
5210,869,1093,674,628,399,538,250,779,3,194,188,2444.5,87,111,1,28,110,99,1,28,110,99,0,-1,-1,-1,1,28,110,99,0,-1,-1,-1,fireBrigade
4424,659,1174,625,343,309,436,0,885,22,201,166,2167.5,62,120,1,24,71,104,1,24,71,104,0,-1,-1,-1,1,24,71,104,0,-1,-1,-1,fireBrigade
4421,736,1114,643,465,204,379,180,699,0,213,208,2426.5,64,121,1,29,86,108,1,29,86,108,0,-1,-1,-1,1,29,86,108,0,-1,-1,-1,fireBrigade
4999,827,1043,746,504,435,456,133,819,6,197,200,2463,67,104,1,25,77,115,1,25,77,115,0,-1,-1,-1,1,25,77,115,0,-1,-1,-1,fireBrigade
4149,730,1011,678,404,171,378,197,558,13,230,220,2558.5,130,184,1,30,76,106,1,30,76,106,0,-1,-1,-1,1,30,76,106,0,-1,-1,-1,fireBrigade
4195,767,1203,672,392,17,355,49,701,15,223,185,2520.5,111,185,1,28,50,111,1,28,50,111,0,-1,-1,-1,1,28,50,111,0,-1,-1,-1,fireBrigade
3723,547,1096,506,272,144,371,0,626,143,225,190,2195,50,132,1,26,62,118,1,26,62,118,0,-1,-1,-1,1,26,62,118,0,-1,-1,-1,fireBrigade
3851,520,1070,561,365,170,353,24,702,69,237,213,2610.5,59,101,1,28,73,113,1,28,73,113,0,-1,-1,-1,1,28,73,113,0,-1,-1,-1,fireBrigade
4306,645,1141,674,374,269,410,6,705,98,219,224,2611,60,126,1,22,57,110,1,22,57,110,0,-1,-1,-1,1,22,57,110,0,-1,-1,-1,fireBrigade
5150,943,1128,506,769,164,482,95,570,453,170,169,1775.5,132,215,1,42,95,107,1,42,95,107,0,-1,-1,-1,1,42,95,107,0,-1,-1,-1,fireBrigade
6731,1212,1539,846,994,249,456,418,524,430,153,146,1817.5,100,148,1,88,144,126,0,-1,-1,-1,1,88,144,126,0,-1,-1,-1,1,88,144,126,fireBrigade
7822,1588,1818,951,1133,330,559,432,587,458,142,144,2130.5,88,99,1,84,106,141,1,84,106,141,0,-1,-1,-1,0,-1,-1,-1,1,84,106,141,fireBrigade
6512,1204,1061,727,1163,766,466,526,542,0,120,153,1872,76,137,1,69,144,88,0,-1,-1,-1,1,69,144,88,1,69,144,88,0,-1,-1,-1,fireBrigade
6912,1378,1344,794,1059,391,660,212,861,143,126,143,1705.5,88,111,1,58,117,107,1,58,117,107,0,-1,-1,-1,1,58,117,107,0,-1,-1,-1,fireBrigade
13852,1964,1518,1844,1595,2001,2037,45,1614,1100,69,74,5833,103,139,1,60,162,144,0,-1,-1,-1,1,60,162,144,0,-1,-1,-1,1,60,162,144,fireBrigade
16065,2621,2444,2434,1690,2292,1400,52,2688,190,61,56,3086.5,94,124,1,27,79,93,1,27,79,93,0,-1,-1,-1,1,27,79,93,0,-1,-1,-1,fireBrigade
15125,2787,1806,2434,1801,2489,920,635,2160,45,64,63,770.5,60,81,1,22,117,117,1,22,117,117,0,-1,-1,-1,1,22,117,117,0,-1,-1,-1,fireBrigade
13921,2718,1864,1453,1608,2261,1089,485,1813,562,73,69,941.5,73,121,1,27,101,98,1,27,101,98,0,-1,-1,-1,1,27,101,98,0,-1,-1,-1,fireBrigade
15456,2562,1960,1555,1454,2922,1647,110,2207,1103,64,67,886.5,139,156,1,27,122,118,1,27,122,118,0,-1,-1,-1,1,27,122,118,0,-1,-1,-1,fireBrigade
10117,1555,1185,1344,1020,2172,1044,2,1164,632,75,91,6397.5,108,129,1,71,127,140,0,-1,-1,-1,1,71,127,140,0,-1,-1,-1,1,71,127,140,fireBrigade
15197,2771,2752,1739,963,2033,1950,0,1491,1495,67,71,980.5,141,169,1,47,144,130,0,-1,-1,-1,1,47,144,130,0,-1,-1,-1,1,47,144,130,fireBrigade
12550,2374,2079,1875,493,1652,1800,0,1279,1104,77,73,952.5,91,130,1,49,120,134,1,49,120,134,0,-1,-1,-1,0,-1,-1,-1,1,49,120,134,fireBrigade
13703,2018,2641,2282,2285,941,1240,551,1368,537,65,72,904,135,139,1,76,160,127,0,-1,-1,-1,1,76,160,127,0,-1,-1,-1,1,76,160,127,fireBrigade
14144,2370,2875,1612,2416,904,1054,690,1528,526,66,73,993.5,127,140,1,81,124,121,0,-1,-1,-1,1,81,124,121,1,81,124,121,0,-1,-1,-1,fireBrigade
8426,1311,1460,1071,1384,538,961,459,942,284,93,105,1101.5,87,114,1,107,117,92,1,107,117,92,0,-1,-1,-1,1,107,117,92,0,-1,-1,-1,fireBrigade
8325,1714,1978,998,1033,472,739,0,819,484,114,129,1684,75,162,1,53,79,118,1,53,79,118,0,-1,-1,-1,1,53,79,118,0,-1,-1,-1,fireBrigade
8581,1772,2078,1176,761,681,776,0,796,566,120,125,2090,79,115,1,61,113,132,1,61,113,132,0,-1,-1,-1,0,-1,-1,-1,1,61,113,132,fireBrigade
8153,1715,1680,1253,742,623,693,0,889,551,120,124,1542.5,86,125,1,49,98,113,1,49,98,113,0,-1,-1,-1,1,49,98,113,0,-1,-1,-1,fireBrigade
9326,1718,2169,1122,1274,531,668,495,892,405,120,109,1656,89,117,1,41,110,108,1,41,110,108,0,-1,-1,-1,1,41,110,108,0,-1,-1,-1,fireBrigade
5352,1109,1176,639,761,327,265,133,881,0,181,167,2104,56,80,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,fireBrigade
5481,1131,1207,827,679,49,504,224,819,105,163,168,1857.5,56,130,1,41,71,104,1,41,71,104,0,-1,-1,-1,1,41,71,104,0,-1,-1,-1,fireBrigade
5578,1057,1290,679,618,305,517,71,810,246,161,151,1770.5,80,145,1,31,79,119,1,31,79,119,0,-1,-1,-1,1,31,79,119,0,-1,-1,-1,fireBrigade
5697,1148,1136,558,923,164,514,226,807,240,150,134,1529,76,107,1,78,97,149,1,78,97,149,0,-1,-1,-1,0,-1,-1,-1,1,78,97,149,fireBrigade
7239,1695,1652,743,1005,280,520,586,707,74,154,146,2757,68,110,1,39,74,98,1,39,74,98,0,-1,-1,-1,1,39,74,98,0,-1,-1,-1,fireBrigade
5034,720,719,642,815,623,515,92,571,407,190,179,2178.5,111,121,1,88,129,160,0,-1,-1,-1,1,88,129,160,0,-1,-1,-1,1,88,129,160,fireBrigade
5005,824,1344,600,672,358,398,179,533,279,175,185,1984.5,83,229,1,68,117,111,1,68,117,111,0,-1,-1,-1,1,68,117,111,0,-1,-1,-1,fireBrigade
4999,1224,1140,779,668,139,357,282,565,1,179,183,1923,62,210,1,46,87,92,1,46,87,92,0,-1,-1,-1,1,46,87,92,0,-1,-1,-1,fireBrigade
6484,1109,1613,701,957,349,653,279,778,107,164,163,2255,113,129,1,71,105,140,1,71,105,140,0,-1,-1,-1,0,-1,-1,-1,1,71,105,140,fireBrigade
5884,1073,1125,997,818,383,488,413,560,0,142,165,1915,81,134,1,79,114,101,1,79,114,101,0,-1,-1,-1,1,79,114,101,0,-1,-1,-1,fireBrigade
6247,746,747,403,1146,830,1116,447,822,54,89,123,1166,97,110,1,61,114,120,1,61,114,120,0,-1,-1,-1,1,61,114,120,0,-1,-1,-1,fireBrigade
5216,688,503,562,1006,856,845,137,604,22,124,168,1793,33,139,2,48,90,63,2,48,90,63,0,-1,-1,-1,2,48,90,63,0,-1,-1,-1,fireBrigade
5689,1005,916,611,980,421,751,72,698,260,120,159,1762.5,103,116,1,65,139,130,0,-1,-1,-1,1,65,139,130,0,-1,-1,-1,1,65,139,130,fireBrigade
4677,658,495,520,832,869,728,104,478,1,112,185,1986,100,144,1,71,119,118,1,71,119,118,0,-1,-1,-1,1,71,119,118,0,-1,-1,-1,fireBrigade
5068,615,486,491,1064,943,912,21,513,0,96,177,18087,108,119,1,59,116,123,1,59,116,123,0,-1,-1,-1,1,59,116,123,0,-1,-1,-1,fireBrigade
5103,579,1236,781,769,301,710,2,581,134,107,174,2131,113,70,1,67,93,93,1,67,93,93,0,-1,-1,-1,1,67,93,93,0,-1,-1,-1,fireBrigade
5170,534,601,800,1019,1089,546,105,462,0,118,185,2231,93,63,1,45,144,106,0,-1,-1,-1,1,45,144,106,1,45,144,106,0,-1,-1,-1,fireBrigade
5542,729,1146,853,735,391,759,14,906,3,115,151,1553,112,132,1,68,100,114,1,68,100,114,0,-1,-1,-1,1,68,100,114,0,-1,-1,-1,fireBrigade
5759,1006,814,665,829,789,599,437,637,0,107,141,1405.5,99,125,1,66,109,110,1,66,109,110,0,-1,-1,-1,1,66,109,110,0,-1,-1,-1,fireBrigade
6704,1051,1498,1094,729,564,732,177,868,0,99,130,1409,93,123,1,79,105,116,1,79,105,116,0,-1,-1,-1,1,79,105,116,0,-1,-1,-1,fireBrigade
6705,1088,721,545,864,1424,1008,434,700,0,96,129,1413,101,123,1,78,140,120,0,-1,-1,-1,1,78,140,120,1,78,140,120,0,-1,-1,-1,fireBrigade
9879,1237,1571,1614,1283,1433,1268,39,1531,6,57,78,726,128,101,1,54,121,127,1,54,121,127,0,-1,-1,-1,0,-1,-1,-1,1,54,121,127,fireBrigade
9220,1263,1782,1074,1483,1467,949,838,477,0,57,83,755,86,107,2,36,97,95,2,36,97,95,0,-1,-1,-1,1,45,80,45,1,27,113,144,fireBrigade
9741,1078,1749,1373,1887,1307,1112,523,863,0,54,81,800,50,143,1,34,153,102,0,-1,-1,-1,1,34,153,102,1,34,153,102,0,-1,-1,-1,fireBrigade
10111,1254,2439,1649,1455,1137,681,613,869,0,55,76,729.5,102,64,1,27,77,59,1,27,77,59,0,-1,-1,-1,1,27,77,59,0,-1,-1,-1,fireBrigade
6032,768,768,717,766,1286,962,11,711,23,99,155,17261,107,121,1,71,118,120,1,71,118,120,0,-1,-1,-1,1,71,118,120,0,-1,-1,-1,fireBrigade
6353,863,605,887,774,1275,881,331,743,0,111,144,1632.5,100,127,2,40,119,96,1,46,89,64,1,33,148,128,1,46,89,64,1,33,148,128,fireBrigade
5039,581,617,497,695,1139,750,70,692,0,109,158,1585,123,138,1,65,115,115,1,65,115,115,0,-1,-1,-1,1,65,115,115,0,-1,-1,-1,fireBrigade
4810,465,1200,719,703,447,641,7,651,0,98,154,1424.5,95,89,1,70,124,141,0,-1,-1,-1,1,70,124,141,0,-1,-1,-1,1,70,124,141,fireBrigade
6019,665,650,776,1050,1075,684,657,524,0,101,140,1450.5,97,102,1,65,144,84,0,-1,-1,-1,1,65,144,84,1,65,144,84,0,-1,-1,-1,fireBrigade
3870,570,554,606,424,675,424,222,403,0,151,210,2047,112,136,1,54,97,85,1,54,97,85,0,-1,-1,-1,1,54,97,85,0,-1,-1,-1,fireBrigade
3279,396,420,441,556,624,373,162,328,0,133,217,1869,98,117,1,47,132,93,0,-1,-1,-1,1,47,132,93,1,47,132,93,0,-1,-1,-1,fireBrigade
4345,666,914,699,493,277,482,407,436,0,159,196,2046,71,125,2,27,94,110,2,27,94,110,0,-1,-1,-1,1,17,73,70,1,37,114,150,fireBrigade
3930,645,891,471,496,187,502,309,489,0,161,200,1900,73,106,1,36,108,160,1,36,108,160,0,-1,-1,-1,0,-1,-1,-1,1,36,108,160,fireBrigade
4149,568,896,612,544,410,468,336,351,7,122,181,1640,76,111,1,28,66,68,1,28,66,68,0,-1,-1,-1,1,28,66,68,0,-1,-1,-1,fireBrigade
5313,558,766,485,663,902,946,441,606,1,111,162,1709,116,135,1,94,129,111,0,-1,-1,-1,1,94,129,111,1,94,129,111,0,-1,-1,-1,fireBrigade
6771,1126,1456,1114,663,429,644,654,760,0,138,141,1632,71,130,1,18,75,81,1,18,75,81,0,-1,-1,-1,1,18,75,81,0,-1,-1,-1,fireBrigade
6566,715,1454,887,718,951,803,124,932,88,125,146,2117.5,85,119,2,46,95,114,1,36,51,98,1,55,138,129,1,36,51,98,1,55,138,129,fireBrigade
6106,879,1159,1037,610,522,724,485,761,2,129,147,1598,97,101,1,49,105,148,1,49,105,148,0,-1,-1,-1,0,-1,-1,-1,1,49,105,148,fireBrigade
